,type,name,zcr,rms,pitch,hnr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
23162,scene,eme,0.03500000014901161,0.0016356866108253598,3.0,4.0,61.464393615722656,-14.623100280761719,12.146354675292969,1.4117212295532227,6.070975303649902,3.706329345703125,12.04283618927002,2.5705184936523438,-3.0096263885498047,3.6521949768066406,12.577970504760742,4.784944534301758
23163,scene,eme,0.01875000074505806,0.0016956102335825562,3.0,4.0,65.74917602539062,-8.704643249511719,14.280064582824707,-4.207940578460693,2.8487892150878906,3.908191680908203,8.012517929077148,2.4564905166625977,-4.0350542068481445,-2.5349273681640625,3.910999298095703,-1.0202808380126953
23164,scene,eme,0.01875000074505806,0.0015287828864529729,3.0,4.0,63.1600341796875,-7.2040815353393555,14.783859252929688,-0.8828191757202148,5.353490829467773,6.075618743896484,10.310493469238281,1.5902190208435059,-5.762424468994141,-1.5003471374511719,7.545993804931641,7.310129165649414
23165,scene,eme,0.01875000074505806,0.0014677174622192979,3.0,4.0,62.277610778808594,-10.148125648498535,14.170526504516602,1.3326640129089355,9.207578659057617,14.242961883544922,8.150335311889648,4.073986053466797,-5.884208679199219,-4.6140899658203125,3.597532272338867,0.7793359756469727
23166,scene,eme,0.0037499999161809683,0.0014683506451547146,3.0,4.0,65.15718841552734,35.09385681152344,17.127521514892578,25.58297348022461,13.378623962402344,7.253706932067871,4.423474311828613,8.860652923583984,9.946277618408203,3.6131210327148438,3.722919464111328,2.0251922607421875
23167,scene,eme,0.0024999999441206455,0.0014128551119938493,3.0,4.0,63.567901611328125,35.43415451049805,17.7594051361084,15.475152969360352,8.076994895935059,5.797328472137451,3.259995460510254,3.3117313385009766,7.502662658691406,1.1937179565429688,6.162954330444336,1.0977840423583984
23168,scene,eme,0.007499999832361937,0.001236636657267809,3.0,4.0,52.615570068359375,32.83913803100586,20.948585510253906,19.701763153076172,17.39337921142578,12.696805953979492,8.91125202178955,3.1424083709716797,5.215724945068359,5.486351013183594,5.99755859375,6.974658966064453
23169,scene,eme,0.007499999832361937,0.0011679743183776736,3.0,4.0,57.13859939575195,32.482452392578125,18.489652633666992,20.304424285888672,13.45465087890625,9.97488784790039,7.39356803894043,1.0335683822631836,4.5398712158203125,3.0984039306640625,1.4287300109863281,6.005446910858154
23170,scene,eme,0.007499999832361937,0.0008497295784763992,3.0,4.0,53.63198471069336,32.381526947021484,20.95209503173828,23.403396606445312,20.717723846435547,7.541757106781006,6.12647819519043,3.9933738708496094,8.2471923828125,5.276100158691406,5.113658905029297,4.250518321990967
23171,scene,eme,0.007499999832361937,0.0007712861406616867,3.0,4.0,54.518585205078125,34.45513916015625,16.56959342956543,17.054458618164062,13.148736953735352,4.152359485626221,4.168427467346191,10.62489128112793,4.514972686767578,-2.2159347534179688,5.158969879150391,5.466075897216797
23172,scene,eme,0.007499999832361937,0.0007131047896109521,3.0,4.0,60.50897216796875,31.82534408569336,17.76970672607422,21.70162010192871,17.75922393798828,8.46728515625,0.1015167236328125,6.728460311889648,5.908477783203125,-1.4374237060546875,3.1338844299316406,7.7494001388549805
23173,scene,eme,0.0037499999161809683,0.0005741016939282417,3.0,4.0,56.893959045410156,22.94240951538086,6.345880508422852,16.245019912719727,20.36434555053711,13.502791404724121,9.571110725402832,11.038341522216797,6.7725830078125,3.1476058959960938,-5.6336669921875,2.3527374267578125
23174,scene,eme,0.004999999888241291,0.0005798098864033818,3.0,4.0,56.54570388793945,25.251556396484375,13.18373966217041,21.245811462402344,13.569826126098633,9.603096961975098,2.8537521362304688,3.8231077194213867,2.4582443237304688,4.9028167724609375,5.364795684814453,3.8527755737304688
23175,scene,eme,0.0062500000931322575,0.0005425502895377576,3.0,4.0,58.36671829223633,24.729578018188477,9.692935943603516,16.980365753173828,13.582099914550781,6.231372833251953,2.517854690551758,2.7727489471435547,5.161365509033203,4.096229553222656,-0.2604827880859375,0.6392502784729004
