,type,name,zcr,rms,pitch,hnr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
20532,scene,lab,0.04874999821186066,0.0014912271872162819,3.0,4.0,61.20585250854492,-14.872430801391602,19.0303897857666,-4.300490856170654,5.726764678955078,-8.757110595703125,2.746232032775879,0.2878251075744629,4.679496765136719,-4.339164733886719,5.4979248046875,-0.9220972061157227
20533,scene,lab,0.03999999910593033,0.0016055628657341003,3.0,4.0,65.96017456054688,-15.157691955566406,19.597965240478516,1.9859018325805664,6.950137138366699,-4.361933708190918,1.3185548782348633,-7.280896186828613,1.504812240600586,4.156990051269531,9.933073043823242,4.084987640380859
20534,scene,lab,0.04749999940395355,0.0015865875175222754,3.0,4.0,63.651737213134766,-11.631393432617188,13.281963348388672,-3.049250602722168,3.8164620399475098,-0.9132461547851562,2.8713321685791016,4.381844997406006,1.1300525665283203,-1.2129020690917969,10.85441780090332,10.902796745300293
20535,scene,lab,0.05999999865889549,0.0012982598273083568,3.0,4.0,59.23124694824219,-1.2855079174041748,11.317648887634277,2.143763542175293,-2.103320598602295,1.0350947380065918,3.016735076904297,6.225846290588379,1.3513412475585938,5.134494781494141,6.073118209838867,-0.3575291633605957
20536,scene,lab,0.05999999865889549,0.001274195732548833,3.0,4.0,76.2994155883789,-4.4667840003967285,11.83127212524414,-7.69721794128418,5.7434306144714355,-8.342945098876953,3.366781234741211,9.285855293273926,6.189973831176758,3.2544288635253906,4.371504783630371,-0.2551593780517578
20537,scene,lab,0.061250001192092896,0.0011983148287981749,3.0,4.0,71.9090576171875,-1.879225254058838,18.224979400634766,-3.6837387084960938,15.387404441833496,-4.440602779388428,0.34613037109375,5.374326705932617,9.282758712768555,1.1354141235351562,3.3253211975097656,0.01857471466064453
20538,scene,lab,0.07374999672174454,0.001012578490190208,3.0,4.0,68.6670913696289,-5.8783745765686035,11.568737030029297,0.10166168212890625,6.939087867736816,-0.21521234512329102,7.807165145874023,10.630918502807617,2.296680450439453,-1.30963134765625,-0.7526893615722656,-0.48897361755371094
20539,scene,lab,0.07249999791383743,0.001027068356052041,3.0,4.0,67.04658508300781,-1.8893365859985352,14.865739822387695,-4.176171779632568,8.011981964111328,-2.651017189025879,2.205068588256836,-0.24753713607788086,-0.344024658203125,4.818450927734375,3.1086626052856445,-2.3930740356445312
20540,scene,lab,0.07249999791383743,0.0010002517374232411,3.0,4.0,67.222412109375,-6.366399765014648,15.882622718811035,-5.8615217208862305,4.686759948730469,0.9643087387084961,3.669184684753418,4.554593086242676,9.899988174438477,5.302959442138672,9.996597290039062,-1.1203441619873047
20541,scene,lab,0.0625,0.0011079220566898584,3.0,4.0,65.016845703125,-14.167481422424316,12.47879409790039,1.9201369285583496,3.5035624504089355,-4.255213737487793,2.4300270080566406,5.917016983032227,4.570995330810547,-3.756420135498047,6.522914886474609,0.8804965019226074
20542,scene,lab,0.05999999865889549,0.0011323682265356183,3.0,4.0,65.07405090332031,-13.660608291625977,8.782536506652832,-6.667198181152344,0.0310821533203125,-3.6112418174743652,2.4001073837280273,-0.7978653907775879,2.166353225708008,-1.5496025085449219,2.3014373779296875,1.0134587287902832
20543,scene,lab,0.05375000089406967,0.0011534407967701554,3.0,4.0,72.81510162353516,-6.89445161819458,11.415363311767578,-5.6641106605529785,2.8915271759033203,-4.130552291870117,2.790717124938965,0.7991843223571777,4.123430252075195,1.9496116638183594,7.613777160644531,2.5360002517700195
20544,scene,lab,0.054999999701976776,0.0010819068411365151,3.0,4.0,65.8936767578125,-6.12514066696167,18.10915184020996,2.385697364807129,4.061578273773193,-6.467188835144043,7.852983474731445,2.3702049255371094,4.423896789550781,-3.2601165771484375,0.13878917694091797,-2.160247802734375
20545,scene,lab,0.04749999940395355,0.0012306580320000648,3.0,4.0,65.108642578125,-7.28966760635376,10.036433219909668,-5.742264747619629,6.438519477844238,0.5460338592529297,4.896354675292969,6.198251724243164,9.721826553344727,6.011783599853516,5.830907821655273,1.633415699005127
20546,scene,lab,0.05874999985098839,0.0010755525436252356,3.0,4.0,62.497135162353516,-4.108704090118408,13.797957420349121,-2.735762119293213,-2.779322624206543,-3.4287004470825195,6.099822998046875,9.377511978149414,2.9590625762939453,2.8131980895996094,8.707426071166992,4.258639812469482
20547,scene,lab,0.057500001043081284,0.00109766551759094,3.0,4.0,66.48368835449219,-10.882176399230957,16.511253356933594,-2.6564152240753174,4.040257453918457,-6.609905242919922,9.028656959533691,7.155979156494141,-4.684314727783203,-4.719158172607422,1.359461784362793,-1.1942815780639648
20548,scene,lab,0.04625000059604645,0.0015042059822008014,3.0,4.0,64.3825454711914,-8.291435241699219,14.57121467590332,-5.874025344848633,5.4804887771606445,-4.780223846435547,4.281294822692871,5.735706329345703,4.337594985961914,-0.728118896484375,-3.3465957641601562,-2.9998717308044434
20549,scene,lab,0.03999999910593033,0.001538097974844277,3.0,4.0,69.07778930664062,-5.720925331115723,18.308773040771484,-0.930445671081543,7.743686199188232,-0.6284031867980957,2.977299690246582,0.7729825973510742,1.4188766479492188,-4.549739837646484,1.0157470703125,1.450815200805664
20550,scene,lab,0.042500000447034836,0.0014840825460851192,3.0,4.0,68.52386474609375,-12.055060386657715,16.529582977294922,-7.479510307312012,0.1289510726928711,-2.4208626747131348,4.775773048400879,-1.1792259216308594,5.456600189208984,4.8267974853515625,10.597070693969727,-1.6227831840515137
